0 0
40972.6 16777216
85028.5 33554432
125941 50331648
165780 67108864
234689 83886080
317278 100663296
322041 117440512
398563 134217728
403369 150994944
487702 167772160
527112 184549376
572535 201326592
608815 218103808
655918 234881024
693398 251658240
735985 268435456
777882 285212672
820495 301989888
859543 318767104
904521 335544320
944488 352321536
984630 369098752
1.02863e+06 385875968
1.06877e+06 402653184
1.1099e+06 419430400
1.12726e+06 436207616
1.13284e+06 452984832
1.17323e+06 469762048
1.21445e+06 486539264
1.25814e+06 503316480
1.29795e+06 520093696
1.33869e+06 536870912
1.38239e+06 553648128
1.42319e+06 570425344
1.46303e+06 587202560
1.5074e+06 603979776
1.54724e+06 620756992
1.58817e+06 637534208
1.63258e+06 654311424
1.67316e+06 671088640
1.71304e+06 687865856
1.75745e+06 704643072
1.79817e+06 721420288
1.84153e+06 738197504
1.88162e+06 754974720
1.92237e+06 771751936
1.966e+06 788529152
2.00682e+06 805306368
2.04663e+06 822083584
2.09058e+06 838860800
2.131e+06 855638016
2.17177e+06 872415232
2.21624e+06 889192448
2.25624e+06 905969664
2.29666e+06 922746880
2.34036e+06 939524096
2.38122e+06 956301312
2.42106e+06 973078528
2.46454e+06 989855744
2.50518e+06 1006632960
2.54858e+06 1023410176
2.58897e+06 1040187392
2.62971e+06 1056964608
2.67303e+06 1073741824
2.71437e+06 1090519040
2.75415e+06 1107296256
2.79871e+06 1124073472
2.83849e+06 1140850688
2.8794e+06 1157627904
2.92297e+06 1174405120
2.96362e+06 1191182336
3.00342e+06 1207959552
3.04742e+06 1224736768
3.08809e+06 1241513984
3.13148e+06 1258291200
3.17164e+06 1275068416
3.21257e+06 1291845632
3.25587e+06 1308622848
3.29685e+06 1325400064
3.35683e+06 1342177280
3.41723e+06 1358954496
3.4396e+06 1375731712
3.501e+06 1392508928
3.52262e+06 1409286144
3.58332e+06 1426063360
3.60379e+06 1442840576
3.66783e+06 1459617792
3.6877e+06 1476395008
3.75213e+06 1493172224
3.7702e+06 1509949440
3.83348e+06 1526726656
3.85437e+06 1543503872
3.91852e+06 1560281088
3.93581e+06 1577058304
4.00284e+06 1593835520
4.02089e+06 1610612736
4.08563e+06 1627389952
4.10536e+06 1644167168
4.16683e+06 1660944384
4.18728e+06 1677721600
4.25109e+06 1694498816
4.27155e+06 1711276032
4.33383e+06 1728053248
4.35582e+06 1744830464
4.4154e+06 1761607680
4.43709e+06 1778384896
4.46939e+06 1795162112
4.50971e+06 1811939328
